STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,1996,,73.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,1997,,74.1,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1997,,80.5,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1998,,80.8,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,1998,,74.5,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,1999,,74.8,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1999,,81,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2000,,81.2,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2000,,75.1,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2001,,75.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2001,,81.4,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2002,,81.3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2002,,75.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2003,,75.8,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2003,,81.3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2004,,81.9,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2004,,76.5,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2005,,76.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2005,,82,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2006,,82.4,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2006,,77.2,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2007,,77.4,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2007,,82.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2008,,82.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2008,,77.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2009,,77.8,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2009,,82.8,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2010,,83,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2010,,78,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2012,,83.1,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2012,,78.1,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2013,,78.1,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2013,,83,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2014,,83.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2014,,78.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2015,,78.3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2015,,83.1,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2016,,83.5,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2016,,78.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2017,,78.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2017,,83.4,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2018,,83.3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2018,,78.6,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2019,,79,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2019,,83.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2020,,83.5,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2020,,78.7,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2021,,78.4,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2021,,83.3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,2022,,83,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,M,Male,Y,Years,2022,,78.3,,DEU,Germany,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,79.5,,GRC,Greece,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,73.8,,HUN,Hungary,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,80.7,,ISL,Iceland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,77.7,,IRL,Ireland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,78.4,,ISR,Israel,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,80.3,,ITA,Italy,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,81.9,,JPN,Japan,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,76.3,,LTU,Lithuania,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,78.7,,LUX,Luxembourg,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,74,,MEX,Mexico,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,80.2,,NLD,Netherlands,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,78.4,,NZL,New Zealand,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,79.9,,NOR,Norway,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,75.3,,POL,Poland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,77.5,,PRT,Portugal,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,75.7,,SVK,Slovak Republic,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,77.8,,SVN,Slovenia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,80.6,,ESP,Spain,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,80.5,,SWE,Sweden,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,80.9,,CHE,Switzerland,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_LIFE_EXP(2.0),Life expectancy - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,LFEXP,Life expectancy,Y0,0 years,F,Female,Y,Years,1990,,78.8,,USA,United States,A,Normal value,0,Units,1,One
